"","PWY-5686","PWY-6151","PWY-7221","PWY-7219","ILEUSYN-PWY","PWY-7111","VALSYN-PWY","PWY-6737","PWY-1042","PEPTIDOGLYCANSYN-PWY","TRNA-CHARGING-PWY","PWY-6387","DTDPRHAMSYN-PWY","PWY-6386","PWY-6122","PWY-6277","PWY-6385","PWY-6609","COA-PWY-1","PWY-5695","PWY-3841","PWY-6163","CALVIN-PWY","PWY-6121","ARO-PWY","PWY-7229","PWY-5667","PWY0-1319","1CMET2-PWY","PWY0-1586","COA-PWY","PWY-5097","BRANCHED-CHAIN-AA-SYN-PWY","PWY-4242","PWY-6700","COMPLETE-ARO-PWY","ARGSYNBSUB-PWY","RIBOSYN2-PWY","ARGSYN-PWY","PWY-7400","PWY0-1296","PWY-5103","PWY-6126","PANTOSYN-PWY","GLUTORN-PWY","PWY-2942","PWY-7199","PWY-724","HISTSYN-PWY","PWY-841","PANTO-PWY","HSERMETANA-PWY","PWY-5973","NONOXIPENT-PWY","PWY-7357","DENOVOPURINE2-PWY","PWY-7228","PWY4FS-7","PWY4FS-8","PWY-3001","PWY-6125","PHOSLIPSYN-PWY","ANAGLYCOLYSIS-PWY","PWY-6168","PWY-7663","PYRIDNUCSYN-PWY","PWY66-422","PWY-6317","PWY-7220","PWY-7222","GLYCOGENSYNTH-PWY","PWY-6897","PWY-6123","PWY-6527","PWY-7208","THRESYN-PWY","THISYN-PWY","ANAEROFRUCAT-PWY","GLUCONEO-PWY","PWY66-400","PWY-6124","OANTIGEN-PWY","GLYCOLYSIS","PWY0-166","THISYNARA-PWY","PWY-7187","SER-GLYSYN-PWY","PWY-5154","PWY-7184","TRPSYN-PWY","COBALSYN-PWY","PWY-6936","ASPASN-PWY","PWY-6545","PWY-7539","PWY-6147","PWY0-1261","PWY-6703","PWY-6892","PWY-5100","PWY-5484","UDPNAGSYN-PWY","PWY-5345","PWY-5659","HISDEG-PWY","PWY-5971","PWY-7282","PWY-7196","PWY0-162","FASYN-ELONG-PWY","RHAMCAT-PWY","PWY-5177","PWYG-321","PWY-7664","PWY-7197","PWY-6608","ARG+POLYAMINE-SYN","SULFATE-CYS-PWY","PWY-6282","PWY-5104","PWY-6901","PWY0-862","MET-SAM-PWY","PWY-6471","PWY-6353","PRPP-PWY","PWY-7456","PWY-6113","PWY-5347","BIOTIN-BIOSYNTHESIS-PWY","SALVADEHYPOX-PWY","PWY-1269","METSYN-PWY","PWY-5989","FASYN-INITIAL-PWY","PWY-6519","PWY-6305","PWY-7388","P441-PWY","GALACT-GLUCUROCAT-PWY","GLYCOLYSIS-E-D","PWY-5188","GLUCUROCAT-PWY","HEXITOLDEGSUPER-PWY","PWY-6470","PENTOSE-P-PWY","PWY-6285","PWY-7211","COLANSYN-PWY","PWY66-409","NAGLIPASYN-PWY","PWY-7242","GALACTUROCAT-PWY","SO4ASSIM-PWY","POLYAMSYN-PWY","PWY0-845","GLCMANNANAUT-PWY","PWY0-1479","PWY66-399","PWY-6507","PWY-6969","PWY-7323","TCA","PWY-7383","PWY-5030","PWY-5505","GLYCOLYSIS-TCA-GLYOX-BYPASS","PYRIDOXSYN-PWY","PWY-621","PWY-6549","ARGININE-SYN4-PWY","HOMOSER-METSYN-PWY","PWY-6284","POLYAMINSYN3-PWY","PWY-4041","PWY-6606","FERMENTATION-PWY","CITRULBIO-PWY","PWY-821","PWY-5690","P42-PWY","PWY-5838","FUC-RHAMCAT-PWY","PWY-7234","PWY-5840","PWY-5022","PWY-7117","PWY-5897","PWY-5898","PWY-5899","PWY-6628","PWY-5083","FUCCAT-PWY","PWY-241","POLYISOPRENSYN-PWY","PWY-4981","PWY-5845","FAO-PWY","PWY-7254","PWY-6895","TCA-GLYOX-BYPASS","PYRIDNUCSAL-PWY","PWY-5723","P105-PWY","GLUDEG-I-PWY","GLYCOCAT-PWY","PWY-5850","PWY-5896","PWY-6590","PWY0-1298","PWY-5913","PWY-1861","PWY0-1061","PWY-5861","PWY-5136","FOLSYN-PWY","P461-PWY","PWY0-1297","DAPLYSINESYN-PWY","GLYOXYLATE-BYPASS","CENTFERM-PWY","PWY-4984","GLUCOSE1PMETAB-PWY","PWY-5862","PWY0-1241","PWY-2941","PWY-561","PWY-5675","PWY-7115","PWY-5860","P23-PWY","PWY-5918","PWY-5464","HEMESYN2-PWY","PWY-6629","PWY-7328","PWY-5367","PWY-6612","PWY-6731","PWY-5676","REDCITCYC","P122-PWY","GALACTARDEG-PWY","GLUCARGALACTSUPER-PWY","PWY-5173","PWY0-781","PWY-5189","PWY4LZ-257","P4-PWY","PWY-2723","ARGORNPROST-PWY","PPGPPMET-PWY","PWY66-398","PWY-6630","PWY-7210","TEICHOICACID-PWY","PWY-5791","PWY-5837","PWY-5863","PWY-6531","PWY-5005","P161-PWY","PWY-6803","PWY-7316","PWY-5384","HEME-BIOSYNTHESIS-II","KETOGLUCONMET-PWY","PWY0-1415","PWY-7003","PWY-5920","P108-PWY","PWY-7198","PWY-6859","PWY-7385","PWY-6588","PWY-4702","PWY-6143","GOLPDLCAT-PWY","PWY-5392","GLUCARDEG-PWY","PWY-6263","PWY-6891","PWY3O-355","METHGLYUT-PWY","PWY-6572","P185-PWY","NAD-BIOSYNTHESIS-II","PWY-7312","PROPFERM-PWY","PWY-7204","PWY-7046","PWY-7315","PWY490-3","ALLANTOINDEG-PWY","PWY-5138","PWY-7094","LACTOSECAT-PWY","PWY66-391","RUMP-PWY","AST-PWY","PWY-5656","PWY-5004","PWY-7446","KDO-NAGLIPASYN-PWY","PWY0-42","PWY-7013","PWY-5705","PWY-7288","PWY-5747","DENITRIFICATION-PWY","PWY0-41","UBISYN-PWY","PWY0-1533","GLYCOL-GLYOXDEG-PWY","PWY-7209","PWY-5855","PWY-5856","PWY-5857","PWY-6708","PWY-5692","URDEGR-PWY","PWY-7237","PWY-5941","P164-PWY","METH-ACETATE-PWY","PWY-7332","NONMEVIPP-PWY","PWY-5121","PWY-6749","PWY-7392","PWY-6270","PWY-6478","PWY-7560","PWY-6595","PWY-5304","P163-PWY","PWY-5101","P162-PWY","PWY1G-0","PWY66-389","P124-PWY","ENTBACSYN-PWY","PWY-5994","PWY-6876","PWY-5910","PWY-922","P125-PWY","METHANOGENESIS-PWY","PWY-6318","PWY0-1338","PWY66-388","PWY-6837","P221-PWY","PWY-6992","PWY-6145","PWY-7200","PWY-6138","PWY-7031","PWY-6167","PWY-6174","PWY-6349","PWY66-367","PWY-5198","PWY-6953","PWY-3781","PWY-7286","P241-PWY","PWY-7371","PWY-622","PWY-5265","PWY-7218","PWY-6785","PWY-6165","PWY-101","PHOTOALL-PWY","PWY-6823","AEROBACTINSYN-PWY","PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY","ECASYN-PWY","PWY-5677","P621-PWY","URSIN-PWY","PWY3DJ-35471","PWY-6435","ORNDEG-PWY","PWY0-1277","HCAMHPDEG-PWY","PWY-6690","ARGDEG-PWY","ORNARGDEG-PWY","3-HYDROXYPHENYLACETATE-DEGRADATION-PWY","PWY-7039","LPSSYN-PWY","PWY-5088","PWY-7269","PWY-7409","THREOCAT-PWY","PWY0-881","PWY-6071","PWY0-321","PWY-7616","CRNFORCAT-PWY","PWY-1361","P165-PWY","PWY-7165","PWY-7245","PWY-7268","PWY-7279","PWY-7374","PWY-6906","PWY-5514","UDPNACETYLGALSYN-PWY","PWY-5509","PWY-3801","PWY-7345","PWY-4321","PWY-7389","PWY-7384","PWY-7118","PWY-7294","DHGLUCONATE-PYR-CAT-PWY","PWY3O-1109","PWY-5754","PWY-6281","PWY-6396","PWY-5180","PWY-5182","PWY-2221","PWY-5415","PWY-5181","PWY-6215","PWY-6313","PWY6666-2","ALL-CHORISMATE-PWY","PWY-7235","PWY-7373","PWY-6565","PWY-6562","P101-PWY","PWY-5044","PWY66-201","PWY-6596","PWY-2201","PWY-6948","VALDEG-PWY","PWY-6309","PWY-5067","PWY-6185","PWY-5417","PWY-5431","CATECHOL-ORTHO-CLEAVAGE-PWY","PWY-6182","PWY-5178","PWY-1541","PWY5F9-12","PWY-5028","PWY-6107","PWY-6857","PWY-7391","LIPASYN-PWY","PWY-6728","PWY-6467","PWY-3661","PWY-7433","PWY66-374","PWY-7290","PWY-7007","PWY-7431","PWY-5183","PWY-5654","PWY-6210","PWY-6307","PWY-5156","P562-PWY","PWY-4722","PWY-6415","PWY1F-823","PWY-181","LYSINE-AMINOAD-PWY","CODH-PWY","7ALPHADEHYDROX-PWY","PWY-7399","PWY-5751","LYSINE-DEG1-PWY","TYRFUMCAT-PWY","PWY-5724","PWY-5647","PWY-6797","PWY-7124","PWY-7527","PWY-4361","PWY-5532","PWY-6641","P261-PWY","PWY-5531","PWY-7159","SUCSYN-PWY","PWY-7238","PWY-7347","PWY-7528","PWY-1622","PWY-6148","PWY-7411","PWY-6981","PWY-5870","PWY-5871","PWY-5873","PWY3O-19","PWY-3502","NADSYN-PWY","PWY-7283","PWY-5872","PWY-5080","PWY-6598","PWY-7619","PWY-6351","PWY-5651","PWY-7317","PWY-5420","PWY-5419","PWY-5306","PWY-5055","PWY-7090","PWY-1501","PWY-6834","LEU-DEG2-PWY","PWY-6344","PWY-722","PWY-7413","PWY-6662","PWY-6660","PWY-6748","PWY-6269","PWY-5534","PWY-6350","PWY-5079","PWY-7337","PWY-7338","PWY-6654","PWY-6883","P3-PWY","GLUDEG-II-PWY","PWY-6863","PWY-6060","PWY-6383","PWY-4202","PWY-6524","GALLATE-DEGRADATION-II-PWY","PWY-7377","PWY-5508","PWY-5507","PWY-6760","PWY-5823","PWY-7562","PWY-7295","PWY-6886","PWY-5381","PWY-6433","PWY-5129","TRIGLSYN-PWY","PWY-7420","SPHINGOLIPID-SYN-PWY","PWY-7053","PWY-7606","PWY-6352","PWY-6829","PWY-5081","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","PWY-7546","PWY-7036","PWY-7049","PWY-7592","METHYLGALLATE-DEGRADATION-PWY","GALLATE-DEGRADATION-I-PWY","PWY-6763","P184-PWY","P381-PWY","PWY-7376","PWY-6942","PWY-7270","PWY-6074","P281-PWY","PWY-5499","PWY-6339","PWY-5430","PWY-5757","PWY-7224","PWY-6957","PWY-6769","PWY-6486","PWY-5741","PWY-6098","PWY-6075","PWY-7185","PWY-4061","PWY-5328","ILEUDEG-PWY","PWY-7112","PWY-6367","PWY-6368","PWY-6558","PWY-7277","PWY-6861","PWY-6358","PWY-6362","PWY-6555","PWY-6554","PWY-6371","PWY-7426","PWY-7434","PWY-6569","PWY-6564","PWY-6557","PWY-7511","PWY-5655","PWY-7255","PWY-5109","PWY-7626","PWY-7397"
"PWY-5686",0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6151",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7221",1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7219",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILEUSYN-PWY",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7111",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
